Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Evgeniy Yatsyuk,M,SBD,Single-ply,20.5,20-23,19-23,Open,67.5,67.5,,,,,270,,,,,167.5,,,,,220,657.5,7,506.77,506.94,492.08,86.68,Yes,,,FPR,IPF,2007-03-13,Russia,NVS,Berdsk,Russian Powerlifting Championships,Yes
Andrey Fardiev,M,SBD,Single-ply,37.5,35-39,24-39,Open,144.9,120+,,,,,290,,,,,,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2011-12-21,Russia,PER,Perm,Volga Powerlifting Championships,Yes
Darya Papina,F,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,80.1,63+,,,,,82.5,,,,,42.5,,,,,105,230,1,216.58,210.31,184.42,44.29,Yes,Russia,,FPR,IPF,2018-05-12,Russia,IRK,Nizhneudinsk,Nizhneudinsk Classic Powerlifting Championships,Yes
Oksana Shtukatur,F,SBD,Single-ply,29.5,24-34,24-39,Open,72,72,,,,,150,,,,,90,,,,,140,380,7,378.33,370.90,326.70,63.95,Yes,Russia,,FPR,IPF,2019-01-29,Russia,MOW,Moscow,Russian Powerlifting Championships,Yes
Veniamin Kurakin,M,SBD,Single-ply,25.5,24-34,24-39,Open,65.15,66,,,,,240,,,,,167.5,,,,,225,632.5,3,500.40,502.00,488.10,85.51,Yes,,,FPR,IPF,2014-12-10,Russia,YAN,Tarko-Sale,Ural Powerlifting Championships,Yes
Ivan Chernikov,M,B,Single-ply,63.5,60-64,60-69,Masters 3,82,82.5,,,,,,100,110,-115,,110,,,,,,110,1,74.77,73.96,71.18,39.50,Yes,,,FPR,IPF,2005-03-11,Russia,KLU,Kaluga,Russian Masters Bench Press Championships,Yes
Sergey Kuznetsov #15,M,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,92.05,93,,,,,300,,,,,180,,,,,245,725,1,463.58,457.69,438.23,79.05,Yes,,,FPR,IPF,2015-04-16,Russia,NIZ,Arzamas,Volga Juniors & Sub-Juniors Powerlifting Championships,Yes
Aleksandra Kushchiy,F,SBD,Single-ply,21.5,20-23,19-23,Open,47.85,48,,,,,102.5,,,,,55,,,,,120,277.5,4,358.92,368.37,327.95,59.99,Yes,,,FPR,IPF,2003-10-01,Russia,KO,Syktyvkar,Russian Powerlifting Cup,Yes
Sergey Boykov,M,SBD,Single-ply,30.5,24-34,24-39,Open,108.95,110,,,,,300,,,,,-235,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2005-12-16,Russia,KYA,Krasnoyarsk,Centre of Asia,Yes
Aleksandr Kabanov,M,SBD,Single-ply,17.5,18-19,14-18,Open,94.6,105,,,,,220,,,,,105,,,,,200,525,17,331.34,327.19,312.96,56.44,Yes,Russia,,FPR,IPF,2015-12-19,Russia,CHE,Chelyabinsk,Chelyabinsk Oblast Powerlifting Championships,Yes
Maksim Fedorov,M,SBD,Single-ply,32.5,24-34,24-39,Open,95.5,105,175,190,200,,200,145,152.5,-157.5,,152.5,200,210,-220,,210,562.5,3,353.44,349.07,333.78,60.18,Yes,Russia,,FPR,IPF,2016-02-21,Russia,BA,Kumertau,Kumertau Powerlifting Championships,Yes
Maksim Buldenko,M,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,55.55,56,,,,,190,,,,,115,,,,,185,490,5,441.72,449.62,441.04,74.83,Yes,Russia,,FPR,IPF,2004-07-01,Russia,LEN,Zelenogorsk,Russian Sub-Juniors Powerlifting Championships,Yes
Evgeniy Akinin,M,SBD,Single-ply,34.5,24-34,24-39,Open,109.15,120,,,,,340,,,,,225,,,,,280,845,2,501.94,498.47,476.31,84.89,Yes,Russia,,FPR,IPF,2015-05-17,Russia,IRK,Shelkhov,Irkutsk Oblast Powerlifting Cup,Yes
Alexei Golikov,M,SBD,Single-ply,20.5,20-23,19-23,Juniors,121.2,125,295,315,325,,325,-190,190,-202.5,,190,260,270,-285,,270,785,2,449.35,450.29,431.49,75.58,Yes,Russia,,FPR,IPF,1993-04-16,Russia,VGG,Volgograd,Russian Juniors Powerlifting Championships,Yes
Aleksey Falyov,M,SBD,Single-ply,18.5,18-19,19-23,Open,92,93,,,,,160,,,,,120,,,,,180,460,8,294.21,290.47,278.13,50.17,Yes,,,FPR,IPF,2017-03-17,Russia,LEN,St. Petersburg,St. Petersburg University Powerlifting Championships,Yes
Anna Osipova,F,SBD,Single-ply,27.5,24-34,24-39,Open,59.7,63,60,70,80,,80,40,45,50,,50,-80,80,90,,90,220,1,244.65,246.23,217.57,40.99,Yes,Russia,,FPR,IPF,2012-05-26,Russia,ROS,Rostov-on-Don,Rostov Oblast Powerlifting Cup,Yes
Georgiy Brykin,M,SBD,Single-ply,21.5,20-23,19-23,Open,74,74,,,,,255,,,,,,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2012-11-28,Russia,MOW,Moscow,Central Federal District and Moscow City Powerlifing Championships,Yes
Egor Kobtsov,M,B,Raw,19.5,20-23,19-23,Juniors,64.1,66,,,,,,,,,,80,,,,,,80,2,64.08,64.37,62.64,46.11,Yes,,,FPR,IPF,2018-04-22,Russia,CHE,Chelyabinsk,Chelyabinsk Oblast Juniors & Sub-Juniors Classic Bench Press Championships,Yes
Denis Gromov,M,SBD,Raw,29.5,24-34,24-39,Open,71.44,74,,,,,195,,,,,132.5,,,,,220,547.5,1,405.56,404.03,391.21,81.87,Yes,Russia,,FPR,IPF,2014-12-03,Russia,MOW,Moscow,Central District & Moscow Powerlifting Championships,Yes
Igor Shchurilov,M,B,Single-ply,26.5,24-34,24-39,Open,73.8,74,,,,,,177.5,182.5,-187.5,,182.5,,,,,,182.5,6,132.30,131.53,127.17,71.23,Yes,,,FPR,IPF,2011-04-27,Russia,VLA,Vladimir,Russian Universities Bench Press Championships,Yes
Kseniya Morozova,F,SBD,Single-ply,17.5,18-19,14-18,Open,58.9,63,,,,,127.5,,,,,45,,,,,125,297.5,2,333.69,336.48,297.37,55.88,Yes,Russia,,FPR,IPF,2018-10-20,Russia,NIZ,Gorodets,Nizhny Novgorod Oblast Powerlifting Championships,Yes
Denis Dudin,M,B,Single-ply,21.5,20-23,19-23,Open,112.2,120,,,,,,270,280,290,,290,,,,,,290,1,170.50,169.66,162.26,87.50,Yes,,,FPR,IPF,2015-01-31,Russia,KGD,Guryevsk,Siberian Bench Press Championships,Yes
Roman Kovalyashkin,M,B,Single-ply,20.5,20-23,19-23,Juniors,80,83,,,,,,105,110,115,,115,,,,,,115,5,79.30,78.51,75.65,42.05,Yes,,,FPR,IPF,2011-11-11,Russia,KLU,Kaluga,Kaluga City Bench Press Championships,Yes
Anton Shvagirev,M,B,Single-ply,19.5,20-23,19-23,Open,94.15,100,,,,,,120,-130,130,,130,,,,,,130,9,82.23,81.20,77.68,42.70,Yes,,,FPR,IPF,2008-11-28,Russia,BRY,Dobrun,Bryansk Oblast Powerlifting Cup & Bench Press Championships,Yes
Evgeniya Dukachyova,F,SBD,Single-ply,24.5,24-34,24-39,Open,80.45,82.5,,,,,225,,,,,122.5,,,,,200,547.5,4,514.45,499.42,437.84,87.63,Yes,Russia,,FPR,IPF,2008-08-20,Russia,NVS,Berdsk,Russian Powerlifting Cup,Yes
Aleksandr Nechmilov,M,SBD,Single-ply,21.5,20-23,19-23,Open,96.9,105,,,,,150,,,,,150,,,,,220,520,5,324.56,320.64,306.46,55.22,Yes,,,FPR,IPF,2017-04-21,Russia,KDA,Krasnodar,Krasnodar Oblast Powerlifting & Bench Press Championships,Yes
Ivan Galdin,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,88.6,93,,,,,220,,,,,142.5,,,,,210,572.5,1,373.14,368.45,353.37,63.71,Yes,,,FPR,IPF,2018-05-20,Russia,CHE,Chelyabinsk,Chelyabinsk Oblast Sub-Juniors Powerlifting Championships,Yes
Aleksey Kozlov #11,M,SBD,Single-ply,18.5,18-19,19-23,Open,74.1,75,,,,,160,,,,,85,,,,,172.5,417.5,2,301.86,300.03,290.05,51.69,Yes,Russia,,FPR,IPF,2005-05-15,Russia,VLG,Vologda,Vologda SC Powerlifting Championships,Yes
Evelina Mikheeva,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,61,63,,,,,90,,,,,40,,,,,90,220,4,241.36,242.16,213.92,49.17,Yes,,,FPR,IPF,2021-02-28,Russia,IRK,Tulun,Irkutsk Oblast Classic Powerlifting Championships,Yes
Ilya Sukhachev,M,B,Raw,23.5,24-34,24-39,Open,93,93,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2018-05-10,Russia,MOW,Moscow,Moscow City Bench Press Championships,Yes
Aleksey Chaykin,M,SBD,Single-ply,28.5,24-34,24-39,Open,89.2,90,,,,,235,,,,,175,,,,,260,670,11,435.19,429.69,411.97,74.29,Yes,Russia,,FPR,IPF,2001-01-25,Russia,KEM,Kemerovo,Urals & Volga Powerlifting Championships,Yes
Roman Polovov,M,SBD,Single-ply,24.5,24-34,24-39,Open,122.6,125,,,,,310,,,,,165,,,,,310,785,6,447.67,449.15,430.30,75.25,Yes,,,FPR,IPF,2005-01-14,Russia,MOW,Moscow,Moscow City Powerlifting Championships,Yes
Ivan Ponomaryov,M,SBD,Single-ply,17.5,18-19,14-18,Juniors,82.7,83,,,,,205,,,,,150,,,,,220,575,3,388.97,384.64,370.06,66.54,Yes,Russia,,FPR,IPF,2015-12-03,Russia,LEN,St. Petersburg,St. Petersburg Juniors Powerlifting Championships,Yes
Pavel Potemkin,M,SBD,Single-ply,22.5,20-23,19-23,Open,82.15,82.5,,,,,300,,,,,190,,,,,280,770,6,522.85,517.15,497.69,89.46,Yes,Russia,,FPR,IPF,2010-05-17,Russia,LEN,St. Petersburg,White Nights,Yes
Aleksandr Sidorov,M,B,Single-ply,34.5,24-34,24-39,Open,137.35,120+,,,,,,310,-315,-315,,310,,,,,,310,1,170.81,173.74,165.36,87.57,Yes,,,FPR,IPF,2015-02-07,Russia,NIZ,Zavolzhye,Nizhny Novgorod Oblast Bench Press Championships,Yes
Vyacheslav Sosnin,M,B,Raw,23.5,24-34,24-39,Open,96.15,105,,,,,,175,-180,180,,180,,,,,,180,1,112.75,111.37,106.47,84.03,Yes,,,FPR,IPF,2016-02-11,Russia,SA,Neryungri,Far Eastern District Bench Press Championships,Yes
Evgeniy Dyachev,M,SBD,Single-ply,20.5,20-23,19-23,Open,81,82.5,,,,,160,,,,,95,,,,,150,405,5,277.24,274.36,264.21,47.45,Yes,,,FPR,IPF,2009-02-23,Russia,IRK,Irkutsk,Irkutsk Powerlifting Championships,Yes
Sergey Mikhalyov,M,SBD,Single-ply,20.5,20-23,19-23,Blind,96.5,100,,,,,320,,,,,195,,,,,300,815,1,509.65,503.44,481.23,86.73,Yes,,,FPR,IPF,2010-04-12,Russia,KHM,Khanty-Mansiysk,Russian Disabled & Blind Powerlifting Championships,Yes
Ivan Vasin,M,SBD,Single-ply,24.5,24-34,24-39,Open,119.85,120,,,,,265,,,,,170,,,,,280,715,4,410.80,411.19,394.02,69.13,Yes,,,FPR,IPF,2013-12-08,Russia,PRI,Vladivostok,Far Eastern Powerlifting Championships,Yes
Aleksandr Solodenko,M,SBD,Raw,16,16-17,14-18,Sub-Juniors,70.6,74,,,,,120,,,,,60,,,,,120,300,4,224.02,223.36,216.38,45.14,Yes,Russia,,FPR,IPF,2018-11-10,Russia,STA,Kurskaya,Stavropol Krai Powerlifting Cup,Yes
Yuliya Speranskaya,F,B,Single-ply,26.5,24-34,24-39,Open,59.5,60,,,,,,102.5,105,-107.5,,105,,,,,,105,1,117.02,117.83,104.12,65.78,Yes,Russia,,FPR,IPF,2007-12-22,Russia,LEN,St. Petersburg,St. Petersburg Bench Press Cup,Yes
Sergey Petrushin,M,SBD,Single-ply,21.5,20-23,19-23,Open,88.4,90,,,,,230,,,,,130,,,,,240,600,6,391.52,386.61,370.82,66.86,Yes,,,FPR,IPF,2003-04-18,Russia,BRY,Suzemka,Bryansk Powerlifting Championships,Yes
Ekaterina Naboka,F,SBD,Single-ply,18.5,18-19,19-23,Juniors,57.3,63,,,,,117.5,,,,,57.5,,,,,100,275,9,313.99,317.80,280.98,52.54,Yes,,,FPR,IPF,2015-01-13,Russia,KOS,Kostroma,Russian Juniors & Sub-Juniors Powerlifting Championships,Yes
Rodion Fionin,M,SBD,Raw,14.5,13-15,14-18,Sub-Juniors,40.9,53,,,,,50,,,,,30,,,,,65,145,6,179.42,188.13,186.67,29.21,Yes,,,FPR,IPF,2019-05-03,Russia,NIZ,Gorodets,Battle of the Volga,Yes
Rustam Aliev,M,SBD,Raw,25.5,24-34,24-39,Open,65.4,66,,,,,170,,,,,155,,,,,207.5,532.5,2,420.08,421.28,409.54,83.41,Yes,Russia,,FPR,IPF,2014-10-06,Russia,ORL,Oryol,Russian Classic Powerlifting Cup,Yes
Nikolay Yakimov,M,SBD,Raw,34.5,24-34,24-39,Open,65.4,66,,,,,172.5,,,,,,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2020-12-05,Russia,CU,Novocheboksarsk,Volga Federal District Classic Powerlifting Championships,Yes
Polina Lunenkova,F,B,Raw,38.5,35-39,24-39,Open,49.8,52,,,,,,-52.5,-52.5,-52.5,,,,,,,,,DQ,,,,,Yes,Russia,,FPR,IPF,2017-02-17,Russia,PER,Perm,Perm Krai Bench Press Cup,Yes
Aleksandr Belinskiy,M,SBD,Single-ply,22,20-23,19-23,Open,73.9,74,235,250,260,,260,160,170,180,,180,215,230,240,,240,680,1,492.52,489.60,473.37,84.34,Yes,Russia,,FPR,IPF,2012-05-11,Russia,YAN,Noyabrsk,Valentin Sidorenko Powerlifting Memorial,Yes
Konstantin Elshin,M,B,Raw,24.5,24-34,24-39,Open,111,120,,,,,,210,215,-220,,215,,,,,,215,5,126.91,126.18,120.63,93.86,Yes,Russia,,FPR,IPF,2011-08-06,Russia,KYA,Krasnoyarsk,Russian Railways Bench Press Tournament,Yes
Dmitriy Mayorov,M,B,Single-ply,20.5,20-23,19-23,Open,74.3,75,,,,,,185,-190,-190,,185,,,,,,185,8,133.53,132.69,128.26,71.79,Yes,Russia,,FPR,IPF,2009-03-16,Russia,VLA,Suzdal,Russian Bench Press Championships,Yes
Sergey Makaev,M,SBD,Single-ply,15.5,16-17,14-18,Open,55,56,,,,,100,,,,,70,,,,,120,290,2,263.76,268.73,263.76,44.65,Yes,Russia,,FPR,IPF,2001-05-20,Russia,YAN,Noyabrsk,Noyabrsk Powerlifting Championships,Yes
Natalia I,F,SBD,Single-ply,16.5,16-17,14-18,Juniors,43.8,44,-90,90,95,,95,40,42.5,-45,,42.5,110,120,-132.5,,120,257.5,3,355.91,363.68,326.37,59.62,Yes,Russia,,FPR,IPF,1995-04-06,Russia,CHE,Chelyabinsk,Russian Juniors Powerlifting Championships,Yes
Veronika Shlykova,F,SBD,Raw,13.5,13-15,14-18,Sub-Juniors,77.05,84,,,,,102.5,,,,,55,,,,,107.5,265,2,254.50,247.80,217.73,51.91,Yes,,,FPR,IPF,2017-02-08,Russia,NIZ,Kstovo,Russian Juniors & Sub-Juniors Classic Powerlifting Championships,Yes
Yuliya Telegina,F,B,Single-ply,27.5,24-34,24-39,Open,51.1,52,,,,,,67.5,-70,-70,,67.5,,,,,,67.5,1,83.29,85.29,75.65,47.46,Yes,Russia,,FPR,IPF,2015-06-07,Russia,BRY,Bryansk,Bryansk Bench Press Championships,Yes
Albina Stepanova,F,SBD,Single-ply,19.5,20-23,19-23,Juniors,62.1,63,,,,,90,,,,,50,,,,,95,235,2,254.98,255.16,225.35,42.78,Yes,,,FPR,IPF,2016-04-21,Russia,LEN,St. Petersburg,St. Petersburg Powerlifting Championships,Yes
Vladislav Okolyshe,M,SBD,Single-ply,20.5,20-23,19-23,Open,110.1,125,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FPR,IPF,2008-01-18,Russia,MOW,Moscow,Moscow City Powerlifting Championships,Yes
Dmitriy Titerin,M,B,Raw,20.5,20-23,19-23,Open,120.2,120+,,,,,,140,147.5,,,147.5,,,,,,147.5,8,84.66,84.77,81.23,62.18,Yes,,,FPR,IPF,2017-12-23,Russia,NVS,Novosibirsk,Novosibirsk New Year's Bench Press,Yes
Vadim Savin,M,SBD,Single-ply,22.5,20-23,19-23,Juniors,73.7,74,,,,,255,,,,,175,,,,,240,670,7,486.13,483.34,467.37,83.25,Yes,,,FPR,IPF,2016-01-26,Russia,TYU,Tyumen,Russian Juniors & Sub-Juniors Powerlifting Championships,Yes
范亚晖,M,SBD,Raw,,,,Open,81.25,83,140,160,-170,,160,100,110,-115,,110,160,180,190,,190,460,2,314.33,311.02,299.47,64.37,Yes,,,IPF-China,IPF,2023-10-28,China,AH,Huangshan,力量举俱乐部赛 黄山站,Yes
Zuzana Kohlová,F,D,Raw,32.5,24-34,24-39,Open,81.7,82.5,,,,,,,,,,,85,100,110,,110,110,1,102.58,99.51,87.16,,,Czechia,,WUAP-CZ,WUAP,2018-05-12,Czechia,,Praha,International Championships,Yes
Ruslan Gavryushin,M,D,Raw,19,18-19,19-23,Teen 18-19,75.7,82.5,,,,,,,,,,,-175,175,-185,,175,175,1,124.81,123.90,119.67,,Yes,Russia,,WPA-RUS,WPA,2018-05-26,Russia,ZAB,Zabaykalsk,State Border Cup,Yes
Ketevan Namoradze,F,D,Raw,57,55-59,50-59,Masters 55-59,59.2,60,,,,,,,,,,,-120,-120,120,,120,120,1,134.16,135.19,119.47,,,,,WPA,,2019-05-18,Russia,KHA,Khabarovsk,Eurasian Championships,Yes
Leilah Forward,F,SBD,Raw,,,,F-C-Open,62.75,63,100,110,115,,115,50,52.5,-57.5,,52.5,112.5,117.5,122.5,,122.5,290,11,312.66,312.39,275.86,63.61,Yes,England,,BP,IPF,2017-03-25,UK,,,British University Championships,Yes
Sion Hughes,M,SBD,Raw,20.5,20-23,19-23,M-C-U23,91.7,93,250,262.5,275,,275,150,160,165,,165,260,275,285,,285,725,1,464.45,458.54,439.11,95.50,Yes,Wales,,BP,IPF,2015-10-31,UK,,,British Junior Classic Championships,Yes
Donnabhan Rudden,M,B,Raw,,18-19,,MR-O,64.8,66,,,,,,100,105,-107.5,,105,,,,,,105,8,83.41,83.71,81.42,60.16,Yes,England,,BP,IPF,2024-03-02,England,EM,Rayleigh,British Classic Bench Press Championships,Yes
Petr Stefan,M,SBD,Raw,22,20-23,19-23,MR-O,103.3,105,210,235,-245,,235,135,145,150,,150,220,245,260,,260,645,12,391.60,387.69,370.18,80.24,Yes,UK,,BP,IPF,2022-04-02,England,,Northampton,British University Championships,Yes
Kirsten van Disk,F,SBD,Wraps,24,24-34,24-39,Open,72,75,70,75,80,,80,40,-45,-45,,40,80,90,100,,100,220,1,219.03,214.73,189.14,44.55,,,,WPF,,2016-10-13,Germany,,Altena,World Championships,Yes
Krasimir Krachunov,M,D,Raw,29,24-34,24-39,Open,105,110,,,,,,,,,,,260,280,290,,290,290,1,174.90,173.29,165.48,,,Bulgaria,,WPF,,2014-11-07,Austria,,Vienna,World Cup,Yes
Apostolos Vlasakoudis,M,D,Raw,,,,Open,79.5,82.5,,,,,,,,,,,140,155,162.5,,162.5,162.5,7,112.47,111.38,107.35,,,,,ESDT,WP,2018-05-04,Greece,,,Hellenic Powerlifting Championship & Open Challenge,Yes
Joseph Buckton,M,SBD,Raw,,,,M-C-Open,106.4,120,185,202.5,205,,205,130,-142.5,-142.5,,130,185,205,212.5,,212.5,547.5,4,328.45,325.67,311.03,67.18,Yes,England,SE,EPA,IPF,2016-07-16,England,,,Kent & Surrey Championships,Yes
Andrew Barber #2,M,B,Raw,,,,M-C-Open,90.45,93,,,,,,140,150,-162.5,,150,,,,,,150,1,96.75,95.52,91.52,72.15,Yes,England,YNE,EPA,IPF,2016-09-04,England,,,YNE Equipped Bench,Yes
Josh Foo,M,SBD,Raw,,,,M-C-U20,70.2,74,,,,,130,,,,,87.5,,,,,200,417.5,2,312.99,312.19,302.51,63.00,Yes,England,GL,EPA,IPF,2012-11-10,England,,London,Greater London Powerlifting Championships,Yes
Wendie Kirkland,F,SBD,Single-ply,,,,F-O,68.5,69,130,135,140,,140,102.5,107.5,-110,,107.5,-125,125,130,,130,377.5,1,386.45,381.27,336.24,65.13,Yes,England,,EPA,IPF,2022-05-28,England,,Manchester,All England,Yes
Peter Lowther,M,SBD,Raw,,,40-49,M-C-M1,92.5,93,175,185,195,,195,120,130,135,,135,190,200,210,,210,540,1,344.47,340.10,325.58,70.83,Yes,England,NM,EPA,IPF,2019-07-06,England,,Horncastle,North Midlands Summer Divisional,Yes
Alana Pash,F,BD,Raw,29,24-34,24-39,F-C-Open,67.5,72,,,,,,42.5,47.5,-50,-50,47.5,85,92.5,-100,-100,92.5,140,2,144.54,142.89,126.05,,Yes,England,SE,EPA,IPF,2015-07-19,England,,Milton Regis,South East Push Pull,Yes
Luca Musiu,M,B,Raw,,18-19,14-18,MR-Sj,68,74,,,,,,105,111.5,114,,114,,,,,,114,1,87.40,87.38,84.79,63.62,Yes,England,EM,EPA,IPF,2019-10-13,England,,,East Midlands Bench Press Championships,Yes
Jack Price,M,SBD,Single-ply,,,,M-E-U23,62.4,66,110,120,130,,130,85,92.5,100,,100,155,167.5,180,,180,410,2,335.31,337.63,329.00,57.20,Yes,England,SE,EPA,IPF,2014-11-30,England,,Woking,South East Open,Yes
Claudiu Chiper,M,SBD,Raw,31.5,24-34,24-39,MR-O,105.2,120,195,210,-220,,210,127.5,135,140,,140,210,230,-240,,230,580,1,349.53,346.35,330.74,71.55,Yes,England,SE,EPA,IPF,2022-02-06,England,,Dover,South East Winter Divisional,Yes
Sarah Griffiths,F,SBD,Raw,,,,F-C-Open,72.9,84,95,100,105,,105,40,42.5,,,42.5,107.5,115,-120,,115,262.5,4,259.58,254.12,223.76,52.82,Yes,England,GL,EPA,IPF,2016-02-27,England,,London,GL Divisional Feb,Yes
Dominik Šafránek,M,D,Raw,31,24-34,24-39,Open,77.3,82.5,,,,,,,,,,,285,300,-310,,300,300,1,211.19,209.42,202.08,,,Slovakia,,WRPF-Spain,WRPF,2023-10-13,Spain,,Madrid,Arnold Classic Europe,Yes
John Lucas #1,M,SBD,Raw,47,45-49,40-49,Masters 45-49,111.7,125,220,240,,,240,160,167.5,175,,175,252.5,265,272.5,,272.5,687.5,1,404.87,402.74,385.10,82.51,,USA,MD,USPA,IPL,2022-05-14,USA,NY,Mount Vernon,Battle of Legends,Yes
Michael Simons,M,SBD,Wraps,25,24-34,24-39,Open,88.9,90,,,,,215,,,,,127.5,,,,,215,557.5,2,362.74,358.17,343.45,74.57,,USA,PA,USPA,IPL,2018-04-14,USA,OH,Cleveland,21st Annual Battle of the Great Lakes,Yes
Jeremy Leckie,M,SBD,Raw,41,40-44,40-49,Masters 40-44,79.7,82.5,,,,,182.5,,,,,120,,,,,227.5,530,1,366.27,362.69,349.52,74.89,,USA,OR,USPA,IPL,2016-09-17,USA,OR,Springfield,Downing's Gym and Forever Strong Fall Classic,Yes
Derrick Martin,M,SBD,Raw,30,24-34,24-39,Open,127.37,140,,,,,250,,,,,210,,,,,310,770,1,433.85,437.16,418.07,87.25,,USA,WV,USPA,IPL,2014-07-19,USA,WV,Ghent,Coalfield War Games,Yes
Elijah Lewis,M,SBD,Raw,21,20-23,19-23,Juniors 20-23,108.1,110,180,197.5,217.5,,217.5,115,125,-137.5,,125,250,260,272.5,,272.5,615,1,366.67,363.91,347.65,74.92,Yes,USA,NC,USPA,IPL,2023-08-26,USA,SC,Greenville,Drug Tested Beast of Summer,Yes
Emily Towers,F,SBD,Raw,34,24-34,24-39,Open,73.4,75,,,,,100,,,,,67.5,,,,,135,302.5,1,298.04,291.54,256.65,60.66,,USA,CA,USPA,IPL,2019-01-13,USA,CA,Yuba City,Ironborn Birthday Bash,Yes
Martin Leyva,M,SBD,Raw,49,45-49,,Masters 45-49,116.3,125,-190,205,210,,210,137.5,145,-147.5,,145,210,225,-230,,225,580,1,336.66,336.02,321.77,68.36,,USA,CA,USPA,IPL,2022-03-12,USA,CA,Vista,Defying Gravity,Yes
Korbin Adamson,M,SBD,Wraps,22,20-23,19-23,Juniors 20-23,78.4,82.5,,,,,207.5,,,,,120,,,,,250,577.5,1,403.05,399.40,385.17,82.29,,USA,UT,USPA,IPL,2017-02-04,USA,UT,Murray,Utah State Championships,Yes
Anastacio Vazquez,M,D,Raw,34,24-34,24-39,Open,86.64,90,,,,,,,,,,,,,,,202.5,202.5,1,133.54,131.90,126.63,,,USA,WA,USPA,IPL,2015-02-14,USA,WA,Kennewick,RAB Fitness Spring Fling,Yes
John Domingo,M,B,Raw,27,24-34,24-39,Open,102.3,110,,,,,,142.5,157.5,-167.5,,157.5,,,,,,157.5,1,96.01,95.01,90.72,71.38,Yes,USA,NV,USPA,IPL,2023-11-18,USA,LA,Kenner,Drug Tested Battle Born Championships Volume 2,Yes
Jenn Rotsinger,F,SBD,Raw,41,40-44,40-49,Masters 40-44,54.9,56,,,,,162.5,,,,,90,,,,,197.5,450,1,528.55,537.77,475.89,108.65,,USA,FL,USPA,IPL,2019-04-13,USA,FL,Orlando,Orlando Europa Expo,Yes
Christopher Garrity,M,SBD,Raw,26,24-34,24-39,Open,102.6,110,160,172.5,185,,185,100,107.5,,,107.5,185,202.5,215,,215,507.5,2,308.99,305.81,292.01,63.34,,USA,CT,USPA,IPL,2021-07-31,USA,CT,North Haven,Resilient Classic,Yes
Brandon Maddox #1,M,SBD,Raw,24,24-34,24-39,Open,73.9,75,,,,,245,,,,,195,,,,,277.5,717.5,1,519.68,516.60,499.48,105.41,Yes,USA,AL,USPA,IPL,2017-05-13,USA,GA,Atlanta,Drug-Tested National Powerlifting Championships,Yes
Marcella Derryberry,F,SBD,Raw,37,35-39,24-39,Open,65.4,67.5,137.5,-145,-150,,137.5,-72.5,72.5,82.5,,82.5,147.5,155,-180,,155,375,1,394.37,391.63,345.65,80.15,Yes,USA,TX,USPA,IPL,2021-07-31,USA,TX,Arlington,Drug Tested Ghost Strong Open,Yes
Philip Craven,M,SBD,Raw,59,55-59,50-59,Open,122.6,125,247.5,265,272.5,,272.5,185,-192.5,195,,195,272.5,287.5,297.5,,297.5,765,1,436.26,437.71,419.34,88.11,,USA,NH,USPA,IPL,2022-10-22,USA,ME,South Portland,Pine Tree Grand Prix,Yes
Saul Reyna,M,SBD,Raw,33,24-34,24-39,Open,106.2,110,170,202.5,-215,,202.5,-102.5,105,,,105,180,205,-227.5,,205,512.5,2,307.69,305.05,291.33,62.94,,USA,TX,USPA,IPL,2021-05-01,USA,TX,Lubbock,Takeover Powerlifting Meet,Yes
Dave Bernardi,M,SBD,Wraps,32,24-34,24-39,Open,98.65,100,,,,,245,,,,,165,,,,,250,660,1,408.66,403.89,385.86,83.92,,USA,CA,USPA,IPL,2015-04-18,USA,CA,San Diego,San Diego Open,Yes
Jacob Inguito,M,SBD,Raw,19,18-19,19-23,Open,71.6,75,-157.5,157.5,162.5,,162.5,-102.5,102.5,110,,110,220,-230,-230,,220,492.5,2,364.27,362.84,351.29,73.56,Yes,USA,CA,USPA,IPL,2022-05-21,USA,CA,Los Angeles,Drug Tested American Cup,Yes
